"SurveyID" "SiteLongitude" "SiteLatitude" "SiteCode" "coral_imputation" "algae_imputation" "CCA_imputation" "rubble_imputation" "micro_mats_imputation" "rock_imputation" "sand_imputation" "seagrass_imputation" "other_inverts_imputation"
"86" 1003780 -81.060967 24.69262 "USEC8" 0.11 0.67 0 0 0.05 0.01 0.16 0 0
"87" 1003781 -81.04805 24.70784 "USEC9" 0.22 0.45 0.01 0 0.02 0.03 0.19 0 0.08
"88" 1003782 -80.96287 24.68577 "USEC10" 0.25 0.37 0.06 0 0.02 0.08 0.06 0 0.16
"89" 1003783 -80.9645 24.68553 "USEC11" 0.29 0.57 0.01 0 0.01 0.01 0.01 0 0.1
"90" 1003784 -81.40591 24.54569 "USEC13" 0.26 0.38 0.07 0 0.03 0.12 0.02 0 0.12
"91" 1003785 -81.405235 24.546777 "USEC14" 0.2 0.6 0.01 0 0.02 0.01 0.06 0 0.1
"92" 1003786 -80.97067 24.68217 "USEC15" 0.18 0.39 0.05 0 0.07 0.09 0.02 0 0.2
"93" 1003787 -81.02973 24.68975 "USEC16" 0.11 0.46 0.02 0 0.24 0.02 0.08 0 0.07
"94" 1003793 -81.09053 24.63217 "USEC17" 0.1 0.5 0.03 0 0.12 0 0.16 0 0.09
"95" 2000859 152.91196 -31.68152 "CG10" 0.117408906888259 0.143724696385628 0.431174089056883 0 0.00809716599919028 0.0182186234981781 0.00202429149979757 0 0.279352226672065
"96" 2000860 152.91196 -31.68152 "CG10" 0.110280373888972 0.271028037372897 0.39999999996 0 0.0317757008968224 0.00934579439906542 0.00747663549925234 0 0.170093457982991
"97" 2000861 152.91196 -31.68152 "CG10" 0.0920577617907942 0.196750902480325 0.267148014373285 0 0.0234657039976534 0.00722021659927798 0.259927797774007 0 0.153429602984657
"98" 2000883 152.90851 -31.68406 "CG11" 0.00965250969903475 0.160231660283977 0.627413127337259 0 0.00965250969903475 0.0540540540945946 0.0463320462953668 0 0.0926640925907336
"99" 2000884 152.90851 -31.68406 "CG11" 0.0252252252075676 0.158558558547568 0.421621621726486 0 0.0090090090027027 0.0162162162048649 0.201801801860541 0 0.16756756745027
"100" 2000892 153.26654 -30.20774 "SI11" 0.08 0.72 0.01 0 0.05 0.07 0.01 0 0.06
"101" 2000937 153.392562 -29.933083 "SI13" 0 0.81 0.02 0 0.08 0.02 0.02 0 0.05
"102" 2000938 153.392562 -29.933083 "SI13" 0.151515151515152 0.282828282828283 0.151515151515152 0 0.0707070707070707 0.232323232323232 0.0101010101010101 0 0.101010101010101
"103" 2000939 153.392562 -29.933083 "SI13" 0.0758453723486385 0.498836727863001 0.0879388006104514 0 0.065948115600449 0.131835151411777 0.0177520637798199 0 0.110207618649679
"104" 2000947 153.38342 -29.91274 "SI14" 0.13 0.08 0.07 0 0.12 0.11 0 0 0.49
"105" 2000948 153.38342 -29.91274 "SI14" 0.06 0.07 0.17 0 0 0.04 0.29 0 0.37
"106" 2000949 153.38342 -29.91274 "SI14" 0.12 0.03 0.28 0 0.02 0.09 0.16 0 0.3
"107" 2000962 153.25802 -30.20102 "SI15" 0.08 0.2 0.53 0 0.04 0.01 0.01 0 0.13
"108" 2001109 152.91078 -31.68128 "CG2" 0.0706319702788104 0.0501858736849442 0.780669144765799 0 0.0111524163966543 0 0.0092936802972119 0 0.0780669145765799
"109" 2001110 152.91078 -31.68128 "CG2" 0.0378578024 0.1745152354 0.4949215143 0 0.0387811634 0.0415512466 0.1181902124 0 0.0941828255
"110" 2001143 153.26816 -30.01745 "SI20" 0.327140892469863 0.408123057911811 0.113729795669397 0 0.00455114478114478 0.0594329246016047 0.0268756573921096 0 0.0343820211975159
"111" 2001144 153.26816 -30.01745 "SI20" 0.327140892469863 0.408123057911811 0.113729795669397 0 0.00455114478114478 0.0594329246016047 0.0268756573921096 0 0.0343820211975159
"112" 2001166 152.90585 -31.68309 "CG3" 0.0225140713 0 0.8780487805 0 0 0.0168855535 0.0281425891 0 0.0544090056
"113" 2001167 152.90585 -31.68309 "CG3" 0.022181146 0 0.8280961183 0 0 0.0055452865 0.0388170056 0 0.1053604436
"114" 2001208 152.90093 -31.70804 "CG4" 0.0637522768872495 0.13114754107377 0.61020036417796 0 0.0163934425967213 0.00910746809817851 0.0346083788930783 0 0.134790528273042
"115" 2001209 152.90093 -31.70804 "CG4" 0.0606617646878677 0.104779411779044 0.59374999988125 0 0.0165441176966912 0.0147058823970588 0.0220588234955882 0 0.1875000000625
"116" 2001239 152.90375 -31.69339 "CG5" 0.00546448089945355 0.198542805080146 0.511839708548816 0 0.0819672130918033 0.012750455298725 0.132969034586703 0 0.0564663024943534
"117" 2001252 152.88254 -31.71699 "CG6" 0.0649819494870036 0.198555956660289 0.418772563116245 0 0.0306859205938628 0 0.0216606497956679 0 0.265342960346931
"118" 2001253 152.88254 -31.71699 "CG6" 0.083650190091635 0.180608364981939 0.452471482854753 0 0.0114068440988593 0.0133079847986692 0.0133079847986692 0 0.245247148375475
"119" 2001274 152.86517 -31.72582 "CG7" 0.0524344569842697 0.316479400705056 0.365168539290449 0 0.0168539325949438 0 0.0636704119808989 0 0.185393258444382
"120" 2001293 152.90948 -31.68207 "CG1" 0.2645914397 0 0.6420233463 0 0 0.0194552529 0.0058365759 0 0.0680933852
"121" 2001309 152.90872 -31.6807 "CG9" 0.1705882353 0.0098039216 0.7 0 0 0.0196078431 0.0156862745 0 0.0843137255
"122" 2001310 152.90872 -31.6807 "CG9" 0.0018248175 0.003649635 0.8558394161 0 0.0054744526 0.0583941606 0.049270073 0 0.0255474452
"123" 2001379 152.85443 -31.58808 "NSW43" 0.12083064677592 0.37152124217668 0.19923506096801 1.64285714267516e-05 0.0242380530872182 0.012192588126328 0.0419285704122497 0 0.088933184660777
"124" 2001396 152.55917 -32.069535 "NSW40" 0.0810080447292111 0.469512066525766 0.306647897321493 0.00148682126404769 0.0239577870580558 0.00586447736538496 0.0374498662308393 0.000272727272727272 0.133109805698743
"125" 2001397 152.55029 -32.074552 "NSW39" 0.0810080447292111 0.469512066525766 0.306647897321493 0.00148682126404769 0.0239577870580558 0.00586447736538496 0.0374498662308393 0.000272727272727272 0.133109805698743
"126" 2001398 153.62831 -28.611 "CBMP1" 0.151515151515152 0.545454545454545 0.131313131313131 0 0 0.0808080808080808 0.0707070707070707 0 0.0202020202020202
"127" 2001399 153.62831 -28.611 "CBMP1" 0.121162494258317 0.522577075537326 0.117833375278403 0 0.00788033524721832 0.0794351044287097 0.0646150407310087 0.000101666666666665 0.0849160946392805
"128" 2001400 153.62873 -28.6128 "CBMP2" 0.06 0.46 0.14 0 0.01 0.03 0.03 0 0.27
"129" 2001401 153.62873 -28.6128 "CBMP2" 0.0847394639552869 0.490018893719144 0.12158610255113 0 0.0120003352472183 0.0586037912973966 0.048169384165352 0.000101666666666665 0.187832862316048
"130" 2001402 153.611141 -28.638579 "CBMP3" 0.0102040816326531 0.530612244897959 0 0 0.0102040816326531 0.224489795918367 0.102040816326531 0 0.122448979591837
"131" 2001403 152.565626 -32.208839 "NSW23" 0.0810080447292111 0.469512066525766 0.306647897321493 0.00148682126404769 0.0239577870580558 0.00586447736538496 0.0374498662308393 0.000272727272727272 0.133109805698743
"132" 2001412 152.8544333 -31.57234 "NSW44" 0.12083064677592 0.37152124217668 0.19923506096801 1.64285714267516e-05 0.0242380530872182 0.012192588126328 0.0419285704122497 0 0.088933184660777
"133" 2001589 153.38679 -29.9251 "SI23" 0.2 0.34 0.04 0 0.04 0.11 0 0 0.27
"134" 2001749 159.05395 -31.50823 "LHI45" 0.102 0.8 0.012 0 0 0 0.016 0 0.07
"135" 2001750 159.05395 -31.50823 "LHI45" 0.116 0.836 0 0 0 0 0.048 0 0
"136" 2001751 159.05395 -31.50823 "LHI45" 0.026 0.514 0.012 0 0.27 0 0.156 0 0.022
"137" 2001790 152.8663705 -31.59441 "NSW42" 0.12083064677592 0.37152124217668 0.19923506096801 1.64285714267516e-05 0.0242380530872182 0.012192588126328 0.0419285704122497 0 0.088933184660777
"138" 2001802 152.81016 -31.76382 "NSW41" 0.089309853990995 0.305406501267162 0.277979460861458 0 0.0178857443885978 0.00238818855761919 0.0424217225771511 0 0.191112603780855
"139" 2001805 167.95792 -29.05875 "NI10" 0.241635687732342 0.356877323420074 0.0669144981412639 0 0.193308550185874 0.118959107806691 0.0223048327137546 0 0
"140" 2001806 167.95792 -29.05875 "NI10" 0.332191780821918 0.393835616438356 0.0273972602739726 0.0136986301369863 0.10958904109589 0.0753424657534247 0.0479452054794521 0 0
"141" 2001807 167.95792 -29.05875 "NI10" 0.265232974910394 0.469534050179211 0 0 0.121863799283154 0.043010752688172 0.0860215053763441 0 0.014336917562724
"142" 2001808 167.95792 -29.05875 "NI10" 0.199448858352099 0.410099491797295 0.0354305346800354 0 0.106291604040106 0.127549924848127 0.121179586282337 0 0
"143" 2001809 167.95792 -29.05875 "NI10" 0.302083333333333 0.427083333333333 0.0104166666666667 0 0.03125 0.114583333333333 0.114583333333333 0 0
"144" 2001810 167.95792 -29.05875 "NI10" 0.364016736401674 0.389121338912134 0 0 0.0711297071129707 0.0836820083682008 0.0920502092050209 0 0
"145" 2001811 167.96269 -29.06139 "NI12" 0.275592355085773 0.468670139369633 0.131989918604936 0.00643025707169543 0.058304695528712 0.0694824806811639 0.0833354163247862 0 0.0229585876897567
"146" 2001812 167.961658 -29.060078 "NI13" 0.238095238095238 0.432900432900433 0.00865800865800866 0.025974025974026 0.0606060606060606 0.038961038961039 0.186147186147186 0 0.00865800865800866
"147" 2001815 167.91903 -28.9996 "NI3" 0.191784263641312 0.584104518229938 0.00833298438061569 0 0.0912022109642864 0.041455550438312 0.0748293622578736 0 0.0082911100876624
"148" 2001816 167.91903 -28.9996 "NI3" 0.165898617511521 0.626728110599078 0.0138248847926267 0 0.0967741935483871 0.0276497695852535 0.0599078341013825 0 0.00921658986175115
"149" 2001817 167.91903 -28.9996 "NI3" 0.26618882847733 0.496416213533077 0.028670291645667 0 0.0407810182908531 0.0740649200893976 0.0612539133309929 0 0.0326248146326825
"150" 2001818 167.92 -28.99774 "NI4" 0.162264150943396 0.50188679245283 0.0226415094339623 0 0.158490566037736 0.0377358490566038 0.109433962264151 0 0.00754716981132075
"151" 2001819 167.92 -28.99774 "NI4" 0.136530711658181 0.538328683405705 0.0263938709533702 0 0.0789159027524901 0.0526106018349934 0.167220229395261 0 0
"152" 2001820 167.92 -28.99774 "NI4" 0.236223956234043 0.420883275691633 0.0398198053248116 0 0.119459415974435 0.0717560936350177 0.11185745314006 0 0
"153" 2001821 167.93832 -28.9995 "NI5" 0.519083969465649 0.301526717557252 0.00763358778625954 0 0.0152671755725191 0.0610687022900763 0.0801526717557252 0 0.0152671755725191
"154" 2001822 167.93832 -28.9995 "NI5" 0.215849387036714 0.597197898432982 0.118213660242751 0.00875656742451333 0.0205779334487885 0.0315236427314003 0 0 0.00788091068285009
"155" 2001823 167.93832 -28.9995 "NI5" 0.67704280155642 0.237354085603113 0 0 0.0466926070038911 0.0155642023346304 0.0155642023346304 0 0.00778210116731518
"156" 2001824 167.91784 -29.01054 "NI6" 0.0705394190871369 0.535269709543568 0.029045643153527 0 0.024896265560166 0.224066390041494 0.107883817427386 0 0.00829875518672199
"157" 2001825 167.91784 -29.01054 "NI6" 0.0563944127709593 0.727862146998404 0.0821113093428932 0 0.0517383925839222 0.0818937383038209 0 0 0
"158" 2001826 167.91784 -29.01054 "NI6" 0.126029132355882 0.536257124776113 0.13382678910105 0 0.00783723875870556 0.180256491450228 0.0157932235580222 0 0
"159" 2001832 167.96094 -29.06141 "NI9" 0.146153846153846 0.573076923076923 0.0115384615384615 0 0.1 0.130769230769231 0.0384615384615385 0 0
"160" 2001833 167.96094 -29.06141 "NI9" 0.392361111111111 0.371527777777778 0.0138888888888889 0 0.0555555555555556 0.118055555555556 0.0277777777777778 0 0.0208333333333333
"161" 2001881 152.54582 -32.3271598 "NSW28" 0.0810080447292111 0.469512066525766 0.306647897321493 0.00148682126404769 0.0239577870580558 0.00586447736538496 0.0374498662308393 0.000272727272727272 0.133109805698743
"162" 2001882 152.545112 -32.327369 "NSW27" 0.0810080447292111 0.469512066525766 0.306647897321493 0.00148682126404769 0.0239577870580558 0.00586447736538496 0.0374498662308393 0.000272727272727272 0.133109805698743
"163" 2001892 152.5371 -32.27495 "NSW30" 0.0792160062694781 0.469537364144836 0.307038684007312 0.0016278076584495 0.0240788173842439 0.00687983775612505 0.0375662674858149 0.000272727272727272 0.133051061853583
"164" 2001894 152.534999 -32.432077 "NSW32" 0.0792160062694781 0.469537364144836 0.307038684007312 0.0016278076584495 0.0240788173842439 0.00687983775612505 0.0375662674858149 0.000272727272727272 0.133051061853583
"165" 2001896 152.536568 -32.432241 "NSW24" 0.0792160062694781 0.469537364144836 0.307038684007312 0.0016278076584495 0.0240788173842439 0.00687983775612505 0.0375662674858149 0.000272727272727272 0.133051061853583
"166" 2001898 152.541616 -32.4465 "NSW31" 0.0792160062694781 0.469537364144836 0.307038684007312 0.0016278076584495 0.0240788173842439 0.00687983775612505 0.0375662674858149 0.000272727272727272 0.133051061853583
"167" 2001899 152.537592 -32.433744 "NSW25" 0.0792160062694781 0.469537364144836 0.307038684007312 0.0016278076584495 0.0240788173842439 0.00687983775612505 0.0375662674858149 0.000272727272727272 0.133051061853583
"168" 2001900 152.526583 -32.42925 "NSW26" 0.0792160062694781 0.469537364144836 0.307038684007312 0.0016278076584495 0.0240788173842439 0.00687983775612505 0.0375662674858149 0.000272727272727272 0.133051061853583
"169" 2001901 152.536752 -32.431837 "NSW29" 0.0792160062694781 0.469537364144836 0.307038684007312 0.0016278076584495 0.0240788173842439 0.00687983775612505 0.0375662674858149 0.000272727272727272 0.133051061853583
"170" 2002627 153.38984 -29.93044 "SI1" 0.0430107526847312 0.139784946215376 0.150537634416559 0 0 0.139784946235376 0.0430107526947312 0 0.483870967753226
"171" 2002629 153.25885 -29.97515 "SI22" 0.120676053576903 0.422622841498694 0.186748603314434 0 0.0153255521885522 0.0762390782500576 0.0519355339603611 0 0.0518412638307873
"172" 2002630 153.25885 -29.97515 "SI22" 0.120676053576903 0.422622841498694 0.186748603314434 0 0.0153255521885522 0.0762390782500576 0.0519355339603611 0 0.0518412638307873
"173" 2002633 153.26527 -30.20701 "SI8" 0.134235930354647 0.598576072968489 0.125898121128634 0 0.0385553535353535 0.0553585199020366 0.0159043950312664 4.99999999999974e-05 0.0637298463292173
"174" 2002634 153.26482 -30.20432 "SI3" 0.134235930354647 0.476808152865447 0.18852000562698 0 0.0366153535353535 0.0479609167755536 0.0159043950312664 4.99999999999973e-05 0.0747755910100634
"175" 2002838 152.57 -32.20903333 "NSW35" 0.0810080447292111 0.469512066525766 0.306647897321493 0.00148682126404769 0.0239577870580558 0.00586447736538496 0.0374498662308393 0.000272727272727272 0.133109805698743
"176" 4000676 145.98775 -16.93144 "COR1" 0.5 0 0.01 0 0.13 0.04 0.32 0 0
"177" 4000677 145.98775 -16.93144 "COR1" 0.62 0 0 0 0.09 0.04 0.24 0 0.01
"178" 4000680 145.99349 -16.52825 "COR11" 0.285714285728571 0.571428571417143 0.0102040816303061 0.0510204081615306 0 0 0.081632653062449 0 0
"179" 4000681 145.99349 -16.52825 "COR11" 0.342103194240322 0.399929844200572 0.0574649249848178 0.0338107840369016 0.0345619334784828 0.0616759033883712 0.100774776995302 0 0.00202681340104758
"180" 4000684 145.96884 -16.60383 "COR10" 0.451428571372914 0 0.262857142884229 0 0.0571428571365714 0.194285714318343 0.0342857142879429 0 0
"181" 4000685 145.96884 -16.60383 "COR10" 0.427478201215485 0.136713128264018 0.171716891636918 0.00708729778971442 0.0552421075343174 0.143097391438967 0.0736943031533293 0 0.00211578358533589
"182" 4000686 146.191837 -16.88857 "COR2" 0.425022098050922 0.00812459127288863 0.0374235188370704 0.000210526315787357 0.110569902418057 0.281904872969741 0.131219303975951 0 0.000204214098032437
"183" 4000687 146.191837 -16.88857 "COR2" 0.44 0.01 0.07 0 0.1 0.25 0.13 0 0
"184" 4000688 146.191837 -16.88857 "COR2" 0.48 0 0.03 0 0.1 0.35 0.04 0 0
"185" 4000689 146.191837 -16.88857 "COR2" 0.34 0 0.01 0 0.14 0.28 0.23 0 0
"186" 4000690 146.191837 -16.88857 "COR2" 0.425022098050922 0.00812459127288863 0.0374235188370704 0.000210526315787357 0.110569902418057 0.281904872969741 0.131219303975951 0 0.000204214098032437
"187" 4000691 145.991028 -16.42525 "COR3" 0.326425666968886 0.348076678013148 0.0445151625673065 0.0402093308535134 0.0554203571593059 0.0651663055510672 0.166538084650559 0 0.0101904648970738
"188" 4000692 146.26849 -16.78849 "COR4" 0.476986945462239 0.0381565465198555 0.0995506626396787 0.000273684210523563 0.111810156874772 0.149573888457476 0.121666108155423 0 0.00252964255186907
"189" 4000693 146.26849 -16.78849 "COR4" 0.412371134020619 0.0618556701030928 0.0618556701030928 0 0.185567010309278 0.0721649484536082 0.206185567010309 0 0
