taxon,birth,death,ccp,source
Centropyges,0.08621731997680858,0.0,0.8863636363636364,computed
Genicanthus,0.12797288972592524,0.0,0.8148148148148149,computed
Holacanthus,0.28235894673441364,0.28234534534427513,1.0,computed
Paracentropyge,0.09953463709503202,0.0,0.6666666666666667,from Centropygeinae (crown capture probability)
Pygoplites,1e-06,0.0,1.0,computed
Chaetodontopluinae,0.13170444707576587,0.11490244328912501,0.8163265306122449,computed
Chaetodontoplus,0.13170444707576587,0.11490244328912501,0.8163265306122449,computed
Pomacanthusinae,0.060002927849522096,0.0,1.0,computed
Pomacanthus,0.060002927849522096,0.0,1.0,computed
Labriformes,0.08832232772254885,0.01880044786479766,0.997077065659086,computed
Labridae,0.08832232772254885,0.01880044786479766,0.997077065659086,computed
Achoerodinae,0.08832232772254885,0.01880044786479766,0.6666666666666667,from Labridae (crown capture probability)
Achoerodus,0.08832232772254885,0.01880044786479766,0.0,from Achoerodinae (crown capture probability)
Pseudodax,0.08832232772254885,0.01880044786479766,0,from Achoerodinae (singleton)
Anampsinae,0.07112862193671318,0.0,0.9735449735449735,computed
Anampses,0.06413368999485272,0.0,0.9848484848484849,computed
Stethojulis,0.10677401114963586,0.0508464894370145,0.873015873015873,computed
Bodianinae,0.06074186756596208,0.0,0.9359999999999999,computed
Bodianus,0.06074186756596208,0.0,0.0,from Bodianinae (not monophyletic)
Clepticus,0.06074186756596208,0.0,0.0,from Bodianinae (crown capture probability)
Semicossyphus,0.06074186756596208,0.0,0.6666666666666667,from Bodianinae (crown capture probability)
Cheilininae,0.057920419417774587,0.0,0.9454545454545454,computed
Cheilinus,0.06546365560472837,0.06528893199382876,0.8,computed
Cheilinusa,0.057920419417774587,0.0,0,from Cheilininae (singleton)
Cheilinusis,0.057920419417774587,0.0,0,from Cheilininae (singleton)
Doratonotus,0.057920419417774587,0.0,0.0,from Cheilininae (unsampled)
Epibulus,1e-06,0.0,1.0,computed
Oxycheilinus,0.057920419417774587,0.0,0.7714285714285715,from Cheilininae (crown capture probability)
Wetmorella,0.057920419417774587,0.0,0.6666666666666667,from Cheilininae (crown capture probability)
Cheilioninae,0.08832232772254885,0.01880044786479766,0,from Labridae (singleton)
Cheilio,0.08832232772254885,0.01880044786479766,0,from Cheilioninae (singleton)
Choerodoninae,0.05081123988878811,0.0,0.8571428571428572,computed
Choerodon,0.05081123988878811,0.0,0.8571428571428572,computed
Cirrhilabrinae,0.060413614944568914,0.0,0.9055727554179567,computed
Cirrhilabrus,0.060413614944568914,0.0,0.7767857142857143,from Cirrhilabrinae (crown capture probability)
Paracirrhilabrus,1e-06,0.0,1.0,computed
Pseudocheilinops,0.060413614944568914,0.0,0.0,from Cirrhilabrinae (unsampled)
Pseudocheilinus,0.021947116095273916,0.0,0.8888888888888888,computed
Pteragogus,0.060413614944568914,0.0,0.40740740740740744,from Cirrhilabrinae (crown capture probability)
Corinae,0.0853194365195545,0.0,0.9771428571428571,computed
Halichoeres,0.09476229146477493,0.0,0.9636118598382749,computed
Hemitautoga,0.019415735503387103,0.01933943735409161,1.0,computed
Macropharyngodon,0.06828040171168369,0.0,0.9333333333333333,computed
Sagittalarva,0.0853194365195545,0.0,0.0,from Corinae (unsampled)
Corisinae,0.08955994318865027,0.017492983103836825,0.9444444444444444,computed
Coris,0.0857301994887054,0.0,0.9244444444444444,computed
Hologymnosus,0.08955994318865027,0.017492983103836825,0.5555555555555556,from Corisinae (crown capture probability)
Paracoris,1e-06,0.0,1.0,computed
Decodoninae,0.08832232772254885,0.01880044786479766,0.5555555555555556,from Labridae (crown capture probability)
Decodon,0.08832232772254885,0.01880044786479766,0.5555555555555556,from Decodoninae (crown capture probability)
Hypsigenynae,0.06856823320898453,0.0,0.85,computed
Anchichoerops,0.06856823320898453,0.0,0.0,from Hypsigenynae (unsampled)
Haletta,0.06856823320898453,0.0,0,from Hypsigenynae (singleton)
Heteroscarus,0.06856823320898453,0.0,0,from Hypsigenynae (singleton)
Neoodax,0.06856823320898453,0.0,0,from Hypsigenynae (singleton)
Odax,1e-06,0.0,1.0,computed
Olisthops,0.06856823320898453,0.0,0,from Hypsigenynae (singleton)
Polylepion,0.06856823320898453,0.0,0.0,from Hypsigenynae (unsampled)
Siphonognathus,0.06856823320898453,0.0,0.0,from Hypsigenynae (crown capture probability)
Terelabrus,0.06856823320898453,0.0,0.0,from Hypsigenynae (unsampled)
Insulhalichoerinae,0.021490029513064512,0.02146964108141098,1.0,computed
Insulhalichoeres,0.021490029513064512,0.02146964108141098,1.0,computed
Iridinae,0.07597355054207627,0.0,0.9952380952380953,computed
Iridio,0.07597355054207627,0.0,0.9952380952380953,computed
Julidinae,0.08832232772254885,0.01880044786479766,0.6923076923076923,from Labridae (crown capture probability)
Dotalabrus,0.08832232772254885,0.01880044786479766,0.0,from Julidinae (unsampled)
Frontilabrus,0.08832232772254885,0.01880044786479766,0.0,from Julidinae (unsampled)
Julides,0.03765161618814387,0.0,1.0,computed
Leptojulis,0.08832232772254885,0.01880044786479766,0.0,from Julidinae (unsampled)
Minilabrus,0.08832232772254885,0.01880044786479766,0.0,from Julidinae (unsampled)
Parajulis,0.08832232772254885,0.01880044786479766,0.0,from Julidinae (crown capture probability)
Xenojulis,0.08832232772254885,0.01880044786479766,0.0,from Julidinae (unsampled)
Labrichthyinae,0.04970893364675361,0.0,0.957983193277311,computed
Hemigymnus,0.04970893364675361,0.0,0.6666666666666667,from Labrichthyinae (crown capture probability)
Labrichthys,0.04970893364675361,0.0,0,from Labrichthyinae (singleton)
Labroides,0.04986719170172341,0.0,1.0,computed
Labropsis,0.04970893364675361,0.0,0.4666666666666667,from Labrichthyinae (crown capture probability)
Larabicus,0.04970893364675361,0.0,0,from Labrichthyinae (singleton)
Ophthalmolepis,0.04970893364675361,0.0,0,from Labrichthyinae (singleton)
Paralabropsis,0.04970893364675361,0.0,0,from Labrichthyinae (singleton)
Labrinae,0.1275725366283784,0.0861419046814667,0.987012987012987,computed
Acantholabrus,0.1275725366283784,0.0861419046814667,0,from Labrinae (singleton)
Ctenolabrus,0.1275725366283784,0.0861419046814667,0,from Labrinae (singleton)
Labrus,0.154804696249482,0.15478630530664908,1.0,computed
Lappanella,0.1275725366283784,0.0861419046814667,0.0,from Labrinae (crown capture probability)
Symphodus,0.3020489839416294,0.3014550131786462,0.9722222222222222,computed
Tautoga,0.1275725366283784,0.0861419046814667,0,from Labrinae (singleton)
Tautogolabrus,0.1275725366283784,0.0861419046814667,0,from Labrinae (singleton)
Lachnolaiminae,0.08832232772254885,0.01880044786479766,0,from Labridae (singleton)
Lachnolaimus,0.08832232772254885,0.01880044786479766,0,from Lachnolaiminae (singleton)
Malapterinae,0.08832232772254885,0.01880044786479766,0,from Labridae (singleton)
Malapterus,0.08832232772254885,0.01880044786479766,0,from Malapterinae (singleton)
Pseudocheilinae,0.08832232772254885,0.01880044786479766,0.0,from Labridae (unsampled)
Conniella,0.08832232772254885,0.01880044786479766,0.0,from Pseudocheilinae (unsampled)
Paracheilinus,0.08832232772254885,0.01880044786479766,0.0,from Pseudocheilinae (unsampled)
Pseudolabrinae,0.09045054841034503,0.0,0.9047619047619048,computed
Pseudolabrus,0.07486852417175689,0.0,0.9285714285714286,computed
Suezichthys,0.09045054841034503,0.0,0.0,from Pseudolabrinae (unsampled)
Scarinae,0.19991625676651528,0.06049211980395218,0.990990990990991,computed
Bolbometopon,0.19991625676651528,0.06049211980395218,0,from Scarinae (singleton)
Cetoscarus,0.19991625676651528,0.06049211980395218,0.0,from Scarinae (crown capture probability)
Chlorurus,0.32631170662838843,0.11431867295799962,0.957983193277311,computed
Hipposcarus,1e-06,0.0,1.0,computed
Scarus,0.20951052482157406,0.0,0.9872549019607844,computed
Sparisomatinae,0.06409885959618757,0.0,0.9801587301587301,computed
Calotomus,0.06409885959618757,0.0,0.75,from Sparisomatinae (crown capture probability)
Cryptotomus,0.06409885959618757,0.0,0,from Sparisomatinae (singleton)
Leptoscarus,0.06409885959618757,0.0,0,from Sparisomatinae (singleton)
Nicholsina,0.06409885959618757,0.0,0.6666666666666667,from Sparisomatinae (crown capture probability)
Sparisoma,0.07319912159954083,0.0,0.9795918367346939,computed
Thalassominae,0.1003994640325092,0.0,0.9748148148148148,computed
Gomphosus,0.1003994640325092,0.0,0.0,from Thalassominae (crown capture probability)
Pseudojuloides,0.1003994640325092,0.0,0.37777777777777777,from Thalassominae (crown capture probability)
Thalassoma,0.1003994640325092,0.0,0.0,from Thalassominae (not monophyletic)
Xyrichtyinae,0.07166251542837095,0.0,0.8944099378881988,computed
Ammolabrus,0.07166251542837095,0.0,0.0,from Xyrichtyinae (unsampled)
Cymolutes,0.02844201600630213,0.02836846031183732,0.8333333333333334,computed
